sentence,tag
"['administration', 'of', 'thiazide', 'diuretics', 'also', 'has', 'been', 'the', 'cause', 'of', 'hyponatremia', '.']","['O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O']"
"['we', 'report', 'the', 'case', 'of', 'a', 'patient', 'with', 'chronic', 'lymphocytic', 'leukemia', '(', 'cll', ')', 'who', 'developed', 'fatal', 'intravascular', 'autoimmune', 'hemolytic', 'anemia', '(', 'aiha', ')', 'after', 'fludarabine', 'treatment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Background', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O']"
"['bisphosphonate', 'induced', 'osteochemonecrosis', 'of', 'the', 'jaw', 'mimicking', 'a', 'tumour', '.']","['I-Treatment', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O']"
"['oxcarbazepine', '-', 'associated', 'angioedema', 'manifested', 'by', 'swelling', 'of', 'the', 'face', ',', 'eyes', ',', 'lips', ',', 'or', 'tongue', 'or', 'difficulty', 'swallowing', 'or', 'breathing', '(', 'or', 'both', ')', 'is', 'a', 'rare', 'but', 'potentially', 'life', '-', 'threatening', 'reaction', 'for', 'which', 'early', 'recognition', 'and', 'management', 'are', 'vital', '.']","['I-Treatment', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['prolonged', 'severe', 'cholestasis', 'induced', 'by', 'oxacillin', 'derivatives', '.']","['I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O']"
"['a', '74', '-', 'year', '-', 'old', 'man', 'received', 'oral', 'administration', 'of', 'pilsicainide', ',', 'a', 'pure', 'sodium', 'channel', 'blocker', 'with', 'slow', 'recovery', 'kinetics', ',', 'to', 'convert', 'paroxysmal', 'atrial', 'fibrillation', 'to', 'sinus', 'rhythm', 'and', 'developed', 'loss', 'of', 'consciousness', 'two', 'days', 'later', '.']","['O', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Other', 'I-Other', 'I-Other', 'O']"
"['renal', 'tubular', 'acidosis', 'secondary', 'to', 'fk506', 'in', 'living', 'donor', 'liver', 'transplantation', ':', 'a', 'case', 'report', '.']","['I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Background', 'O', 'O']"
"['four', 'weeks', 'earlier', 'she', 'had', 'developed', 'hepatopathy', 'during', 'a', 'regimen', 'of', 'carbamazepine', ',', 'lynestrenol', 'and', 'sodium', 'valproate', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O']"
"['sunburn', 'may', 'sometimes', 'be', 'a', 'major', 'injury', 'in', 'psoralen', 'users', 'because', 'high', 'doses', 'or', 'inappropriate', 'use', 'of', 'the', 'drug', 'may', 'render', 'the', 'skin', 'extremely', 'sensitive', '.']","['I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['thiopurine', 'methyltransferase', 'deficiency', 'occurs', 'at', 'a', 'frequency', 'of', 'one', 'in', '300', 'and', 'is', 'associated', 'with', 'profound', 'myelosuppression', 'after', 'a', 'short', 'course', 'of', 'azathioprine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Other', 'I-Other', 'O', 'I-Treatment', 'O']"
"['conclusion', ':', 'a', '37', '-', 'year', '-', 'old', 'african', '-', 'american', 'man', 'with', 'g6pd', 'deficiency', 'developed', 'hemolytic', 'anemia', ',', 'hepatitis', ',', 'orthostatic', 'hypotension', ',', 'and', 'aseptic', 'meningitis', 'simultaneously', 'after', 'using', 'trimethoprim', '-', 'sulfamethoxazole', '.']","['O', 'O', 'O', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O']"
"['it', 'may', 'cause', 'a', 'severe', 'adverse', 'drug', 'reaction', 'with', 'multiorgan', 'involvement', 'known', 'as', 'dapsone', 'hypersensitivity', 'syndrome', '.']","['O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Problem', 'I-Problem', 'O']"
"['palmar', '-', 'plantar', 'erythrodysaesthesia', '(', 'ppe', ')', 'is', 'an', 'uncommon', 'cutaneous', 'complication', 'of', 'cytotoxic', 'chemotherapy', 'which', 'generally', 'presents', 'as', 'a', 'painful', 'erythema', 'involving', 'the', 'palms', 'and', 'soles', '.']","['I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'O']"
"['we', 'report', 'the', 'case', 'of', 'a', '17', '-', 'year', '-', 'old', 'male', 'who', 'developed', 'chest', 'pain', ',', 'elevated', 'cardiac', 'biomarkers', ',', 'and', 'acute', 'left', 'ventricular', 'dysfunction', 'following', 'a', 'single', 'dose', 'of', 'methylphenidate', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O']"
"['this', 'is', 'an', 'image', 'and', 'brief', 'case', 'report', 'of', 'a', '13', '-', 'year', '-', 'old', 'boy', 'who', 'presented', 'with', 'severe', 'rash', 'and', 'systemic', 'symptoms', 'after', 'starting', 'oxcarbazepine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'O']"
"['this', 'is', 'a', 'rare', 'case', 'of', 'ards', 'associated', 'with', 'lithium', 'intoxication', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'I-Treatment', 'O', 'O']"
"['recent', 'studies', 'have', 'shown', 'that', 'under', 'experimental', 'conditions', 'ferrous', 'sulfate', 'may', 'reduce', 'the', 'gastrointestinal', 'absorption', 'of', 'orally', 'administered', 'levothyroxine', 'sodium', 'in', 'patients', 'with', 'primary', 'hypothyroidism', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
"['gold', '-', 'induced', 'pneumonitis', '.']","['I-Treatment', 'O', 'O', 'I-Problem', 'O']"
"['lithium', 'and', 'venlafaxine', 'interaction', ':', 'a', 'case', 'of', 'serotonin', 'syndrome', '.']","['I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
"['a', 'methotrexate', 'overdosage', 'was', 'shown', 'at', '36', 'h', 'after', 'infusion', 'associated', 'with', 'a', 'severe', 'renal', 'failure', '.']","['O', 'I-Treatment', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['linezolid', 'should', 'be', 'discontinued', 'immediately', 'in', 'patients', 'experiencing', 'these', 'adverse', 'effects', '.']","['I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
"['an', 'adverse', 'reaction', 'to', 'ifn', 'was', 'strongly', 'suspected', 'as', 'the', 'cause', 'of', 'chf', '.']","['O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O']"
"['acute', 'unilateral', 'total', 'visual', 'loss', 'after', 'retrogasserian', 'phenol', 'injection', 'for', 'the', 'treatment', 'of', 'trigeminal', 'neuralgia', ':', 'a', 'case', 'report', '.']","['I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O']"
"['conclusions', ':', 'among', 'the', 'many', 'presentations', 'of', 'ifosfamide', 'neurotoxicity', ',', 'clinicians', 'should', 'consider', 'ncse', 'as', 'a', 'possible', 'explanation', 'for', 'changes', 'in', 'consciousness', 'in', 'a', 'patient', 'receiving', 'this', 'agent', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['conclusions', ':', 'for', 'all', 'patients', 'with', 'vancomycin', '-', 'induced', 'neutropenia', ',', 'possible', 'cross', '-', 'reactivity', 'of', 'teicoplanin', 'should', 'be', 'monitored', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'I-Test', 'I-Test', 'O', 'I-Treatment', 'O', 'O', 'O', 'O']"
"['conclusion', ':', 'significant', 'ocular', 'complications', 'such', 'as', 'an', 'irreversible', 'decrease', 'of', 'visual', 'acuity', 'may', 'develop', 'in', 'patients', 'treated', 'with', 'pegylated', 'interferon', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O']"
"['diphenhydramine', '-', 'induced', 'wide', 'complex', 'dysrhythmia', 'responds', 'to', 'treatment', 'with', 'sodium', 'bicarbonate', '.']","['I-Treatment', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O']"
"['concurrent', 'use', 'of', 'vismodegib', 'and', 'warfarin', 'was', 'deemed', 'the', 'probable', 'cause', 'of', 'acute', 'inr', 'elevation', 'in', 'this', 'case', ',', 'suggesting', 'the', 'need', 'for', 'close', 'monitoring', 'of', 'inr', 'values', 'in', 'patients', 'receiving', 'this', 'combination', 'of', 'drugs', '.']","['O', 'O', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Test', 'O', 'O', 'I-Test', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['tetany', 'in', 'a', 'child', 'with', 'aids', 'receiving', 'intravenous', 'tobramycin', '.']","['I-Problem', 'O', 'O', 'I-Background', 'O', 'I-Problem', 'O', 'I-Treatment', 'I-Treatment', 'O']"
"['we', 'report', 'a', 'case', 'of', 'biopsy', '-', 'proven', 'acute', 'tubulointerstitial', 'nephritis', 'associated', 'with', 'a', 'second', 'course', 'of', 'flurbiprofen', ',', 'a', 'nonsteroidal', 'anti', '-', 'inflammatory', 'drug', 'of', 'the', 'propionic', 'acid', 'class', '.']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'I-Other', 'I-Other', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['surprisingly', ',', 'we', 'found', 'that', 'three', 'patients', 'appeared', 'to', 'develop', 'tardive', 'ogc', 'while', 'taking', 'clozapine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'O']"
"['toxic', 'optic', 'neuropathy', 'associated', 'with', 'ethambutol', ':', 'implications', 'for', 'current', 'therapy', '.']","['I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O']"
"['we', 'conclude', 'that', 'the', 'observed', 'toxicity', 'with', 'jaundice', 'was', 'probably', 'caused', 'by', 'an', 'interaction', 'of', 'this', 'popular', 'chinese', 'formula', 'and', 'temozolomide', '.']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O']"
"['development', 'of', 'persistent', 'late', 'onset', 'asthma', 'following', 'treatment', 'with', 'captopril', '.']","['O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'I-Treatment', 'O']"
"['two', 'of', 'these', 'patients', ',', 'who', 'also', 'received', 'the', 'anti', '-', 'emetic', 'prochlorperazine', ',', 'lost', 'consciousness', 'for', '48', '-', '72', 'h', 'and', 'then', 'fully', 'recovered', '.']","['O', 'O', 'I-Background', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['here', 'we', 'report', 'ramipril', '-', 'induced', 'cutaneous', 'vasculitis', 'in', 'a', 'patient', 'who', 'required', 'steroid', 'therapy', 'to', 'control', 'it', '.']","['O', 'O', 'O', 'I-Treatment', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['although', 'neurotoxicity', 'is', 'a', 'frequent', 'complication', 'of', 'methotrexate', 'therapy', ',', 'fatal', 'acute', 'neurotoxicity', 'is', 'extremely', 'uncommon', ',', 'especially', 'in', 'adults', '.']","['O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['serotonin', 'syndrome', 'following', 'metaxalone', 'overdose', 'and', 'therapeutic', 'use', 'of', 'a', 'selective', 'serotonin', 'reuptake', 'inhibitor', '.']","['I-Problem', 'I-Problem', 'O', 'I-Treatment', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O']"
"['persistent', 'light', 'reactivity', 'from', 'systemic', 'quinine', '.']","['I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Treatment', 'I-Treatment', 'O']"
"['he', 'became', 'hyperkalemic', 'on', 'rechallenge', 'with', 'timolol', 'and', 'normokalemic', 'following', 'its', 'withdrawal', '.']","['O', 'O', 'I-Problem', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'first', 'reported', 'case', ',', 'in', 'an', 'adult', ',', 'of', 'cholestyramine', 'induced', 'hyperchloremic', 'metabolic', 'acidosis', 'is', 'a', '70', 'year', 'old', 'female', 'with', 'a', 'two', 'year', 'history', 'of', 'primary', 'biliary', 'cirrhosis', 'confirmed', 'by', 'histologic', 'and', 'immunologic', 'criteria', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'O', 'O', 'I-Background', 'I-Background', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'I-Test', 'I-Test', 'O']"
"['discussion', ':', 'the', 'main', 'adverse', 'effects', 'of', 'leflunomide', 'consist', 'of', 'diarrhea', ',', 'nausea', ',', 'liver', 'enzyme', 'elevation', ',', 'hypertension', ',', 'alopecia', ',', 'and', 'allergic', 'skin', 'reactions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['purpose', ':', 'to', 'report', 'two', 'cases', 'of', 'acute', 'endophthalmitis', 'following', 'intravitreal', 'bevacizumab', 'injection', '.']","['O', 'O', 'O', 'O', 'O', 'I-Background', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O']"
"['herein', 'we', 'report', 'four', 'patients', 'who', 'underwent', 'liver', 'transplantation', 'and', 'developed', 'neutropenia', 'while', 'receiving', 'mmf', '.']","['O', 'O', 'O', 'O', 'O', 'I-Background', 'I-Background', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'O', 'O', 'I-Treatment', 'O']"
"['ifosfamide', 'is', 'a', 'known', 'nephrotoxic', 'drug', 'with', 'demonstrated', 'tubulopathies', '.']","['I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'O']"
"['she', 'presented', 'to', 'clinic', 'with', 'nausea', 'and', 'anorexia', 'within', 'a', 'few', 'days', 'of', 'addition', 'of', 'ciprofloxacin', 'to', 'her', 'current', 'regimen', 'of', 'medications', ',', 'which', 'included', 'digoxin', '.']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Other', 'O', 'I-Other', 'I-Other', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O']"
"['bradycardia', 'and', 'congestive', 'heart', 'failure', 'associated', 'with', 'ocular', 'timolol', 'maleate', '.']","['I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O']"
"['we', 'present', 'two', 'cases', 'of', 'anaphylaxis', 'under', 'anaesthesia', 'where', 'return', 'of', 'spontaneous', 'circulation', 'was', 'refractory', 'to', 'epinephrine', ',', 'but', 'occurred', 'following', 'the', 'administration', 'of', 'the', 'alpha', '-', 'agonist', 'metaraminol', '.']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O']"
"['he', 'developed', 'recurrent', 'skin', 'rash', ',', 'fever', ',', 'hypereosinophilia', ',', 'and', 'acute', 'renal', 'failure', 'after', 'rechallenge', 'with', 'chlorambucil', '.']","['O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O']"
"['linezolid', 'is', 'a', 'popular', 'choice', 'of', 'antibiotic', ',', 'especially', 'for', 'the', 'treatment', 'of', 'orthopedic', '-', 'related', 'mrsa', 'infections', '.']","['I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O']"
"['all', 'patients', 'had', 'taken', 'phenytoin', 'for', 'variable', 'time', 'periods', '(', 'range', '16', '-', '80', 'days', ';', 'mean', ':', '40', ')', 'and', 'were', 'on', 'the', 'medication', 'when', 'the', 'skin', 'lesions', 'first', 'appeared', '.']","['I-Background', 'O', 'O', 'O', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'I-Other', 'I-Other', 'I-Other', 'I-Other', 'O', 'I-Treatment', 'O', 'I-Other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O']"
"['objective', ':', 'to', 'test', 'the', 'hypothesis', 'that', 'tumor', 'necrosis', 'factor', '(', 'tnf', ')', '-', 'alpha', 'may', 'mediate', 'the', 'loss', 'and', 'the', 'dedifferentiation', 'of', 'subcutaneous', 'fat', 'tissue', 'in', 'the', 'insulin', '-', 'induced', 'lipoatrophies', 'of', 'a', 'diabetic', 'patient', 'who', 'presented', 'extensive', 'lesions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'O', 'O', 'I-Test', 'O', 'O', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'O']"
"['methods', ':', 'two', 'patients', 'with', 'exudative', 'age', '-', 'related', 'macular', 'degeneration', 'were', 'treated', 'sequentially', 'with', 'an', 'intravitreal', 'injection', 'of', 'bevacizumab', 'and', 'developed', 'signs', 'of', 'severe', 'but', 'painless', 'infectious', 'endophthalmitis', '2', 'days', 'later', '.']","['O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Other', 'I-Other', 'I-Other', 'O']"
"['artemether', '-', 'lumefantrine', '(', 'al', ')', 'is', 'first', '-', 'line', 'treatment', 'for', 'uncomplicated', 'malaria', 'in', 'many', 'african', 'countries', '.']","['I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'O', 'O', 'O']"
"['a', 'review', 'of', 'published', 'case', 'reports', 'showed', 'a', 'short', 'time', 'to', 'onset', 'of', 'symptoms', 'following', 'the', 'introduction', 'of', 'linezolid', ',', 'generally', 'within', '1', '-', '3', 'days', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'I-Other', 'I-Other', 'I-Other', 'I-Other', 'I-Other', 'O']"
"['a', '58', '-', 'yr', '-', 'old', 'male', 'patient', 'with', 'essential', 'thrombocythaemia', '(', 'et', ')', 'developed', 'chronic', 'myeloid', 'leukaemia', '(', 'cml', ')', 'after', 'continuous', 'uneventful', 'treatment', 'with', 'hydroxyurea', 'for', '18', 'yr', '.']","['O', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Other', 'I-Other', 'O']"
"['progressive', 'hypokalemia', 'developed', 'during', 'phosphate', 'treatment', '.']","['I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'O', 'O']"
"['the', 'authors', 'describe', 'valproate', '-', 'induced', 'hyperammonemia', 'and', 'mental', 'status', 'changes', 'in', 'an', '88', '-', 'year', '-', 'old', 'man', ',', 'the', 'first', 'known', 'reported', 'case', 'in', 'an', 'elderly', 'patient', '.']","['O', 'O', 'O', 'I-Treatment', 'O', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'I-Background', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['we', 'describe', 'a', 'case', 'of', 'advanced', 'ovarian', 'carcinoma', 'who', 'developed', 'difficulty', 'walking', 'because', 'of', 'marked', 'pain', 'in', 'the', 'lower', 'extremities', 'and', 'loss', 'of', 'proprioception', '25', 'days', 'after', 'treatment', 'with', 'weekly', 'taxol', '(', '80', 'mg', '/', 'm', '(', '2', ')', 'x3', ')', '.']","['O', 'O', 'O', 'I-Background', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Problem', 'I-Problem', 'O', 'I-Problem', 'O', 'I-Problem', 'I-Other', 'I-Other', 'I-Treatment', 'I-Treatment', 'O', 'I-Other', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'I-Treatment', 'O', 'O']"
"['drug', 'induced', 'liver', 'injury', 'secondary', 'to', 'interferon', '-', 'beta', '(', 'ifn', '-', 'beta', ')', 'in', 'multiple', 'sclerosis', '.']","['O', 'O', 'I-Problem', 'I-Problem', 'O', 'O', 'I-Treatment', 'I-Treatment', 'I-Treatment', 'O', 'I-Treatment', 'I-Treatment', 'I-Test', 'O', 'O', 'I-Problem', 'I-Problem', 'O']"
